,machine_id,os_type,duree_connexion,nombre_requetes,volume_donnees,statut_connexion
71,M920,windows,120.77146909188949,203,552.7982056747604,failed
72,M1421,android,188.7173784146792,239,327.1886799217555,failed
73,M920,windows,165.18293093270023,98,688.5383362760804,success
74,M254,windows,126.22818985965029,192,649.9693990647519,failed
75,M1140,linux,124.26653898570235,148,597.66100137683,success
76,M1345,linux,53.759805929956855,227,583.6006699165912,failed
77,M187,linux,94.96007668936385,169,307.43146708863617,failed
78,M764,macos,120.77146909188949,172,388.0467088680084,success
79,M726,android,120.77146909188949,200,655.8968287375687,success
80,M1422,windows,124.09483728801592,89,433.819330093287,success
81,M127,linux,112.35067354436984,116,502.4134291213114,failed
82,M291,linux,112.39139623419972,276,535.7983954467657,failed
83,M191,windows,35.278917390768214,209,562.187149199185,success
84,M114,windows,92.81358072529254,216,271.7258435869095,success
85,M706,linux,74.58478583785984,326,470.083149527377,failed
86,M1035,macos,78.60258636355091,185,398.4186022020526,failed
87,M1229,macos,64.51572383033104,211,420.103537173728,failed
88,M704,macos,115.52837122933158,279,368.6616453226899,success
89,M1464,android,120.77146909188949,185,545.2087036115083,success
90,M717,android,175.7079511986623,226,648.2370153461509,success
91,M943,linux,89.55460990077674,187,520.5290224654835,failed
92,M554,android,155.21527697550968,193,539.3001617380608,failed
93,M767,linux,81.60548227021684,336,407.1478826991207,failed
94,M800,android,133.77650803214826,161,381.3367226870938,success
95,M1368,android,33.20787670218084,155,575.5639447084104,success
96,M1126,windows,135.59431194729274,229,274.62788557888354,failed
97,M542,android,84.37047319283207,170,170.54325589647368,failed
98,M1090,windows,208.09040851752536,197,354.74557952785767,success
99,M208,linux,120.77146909188949,121,854.4409322484364,failed
100,M1156,macos,148.44668694604002,211,319.12536716547675,failed
101,M210,android,120.6395038054934,226,730.1458479833861,success
102,M527,macos,158.96516055133532,213,449.4222657753225,failed
103,M8,android,104.66857967048009,167,312.7608997747167,success
104,M17,linux,145.5442842565663,235,414.5607774431325,success
105,M254,android,96.86252133325507,112,660.0380717536074,success
106,M1282,macos,120.77146909188949,238,193.58374079118929,failed
107,M380,windows,169.36243506517707,297,578.9050282821868,failed
108,M433,android,156.03350566696278,276,427.68453276054464,success
109,M840,android,106.54514196966264,207,373.9298234235088,success
110,M1193,linux,72.79128949791331,220,365.0621300744394,success
111,M897,windows,160.9583212353145,188,487.49704346462806,success
112,M571,windows,77.13739048629526,198,689.4240545601781,failed
113,M367,linux,109.40143943356316,280,324.37500715284085,failed
114,M693,linux,157.4356979173628,195,561.3359923038095,failed
115,M380,linux,139.6971542228434,282,310.717563612325,success
116,M1398,macos,98.4691728536204,147,700.3284025578982,success
117,M220,windows,98.51042532542284,257,502.4134291213114,failed
118,M4,windows,108.98858062068184,183,401.9159384879312,failed
119,M149,windows,130.96937684033787,192,567.9578526729647,success
120,M121,windows,112.86712489466788,153,574.0287790962802,success
121,M373,android,120.77146909188949,229,502.4134291213114,success
122,M105,macos,148.62336868735164,101,609.675144084215,failed
123,M1251,windows,89.84364300118916,285,578.2435396897744,failed
124,M1215,android,25.583711640591503,172,453.991140823846,success
125,M105,linux,152.31094508463943,236,349.9019547005188,success
126,M817,android,120.77146909188949,259,339.7390858748976,success
127,M1430,linux,171.82558548280684,201,512.0387494988963,success
128,M1453,linux,127.81342815613992,278,502.4134291213114,success
129,M798,windows,109.2435171057858,195,502.4134291213114,failed
130,M320,windows,117.97727501890591,160,676.268153176145,success
131,M682,android,127.929840532907,150,655.2631433098845,failed
132,M134,windows,188.25217432974085,159,607.4181789441599,success
133,M37,macos,95.74862029592737,180,429.6141113412662,success
134,M817,macos,93.16895418471884,246,607.3677911900073,failed
135,M927,macos,144.90780377102965,115,568.5800964581153,failed
136,M362,linux,129.55724690583008,219,353.0962414507008,failed
137,M252,android,87.77417100838181,239,461.2880929515512,failed
138,M1403,windows,79.20865848399372,136,402.9144547230813,failed
139,M921,macos,114.395500011276,157,376.8088327128471,success
140,M1090,linux,120.77146909188949,134,380.95373322091456,failed
141,M222,windows,133.12655817199632,179,502.4134291213114,failed
142,M491,linux,152.11841162936486,270,398.8759833625308,failed
143,M1199,android,55.22168721423874,271,204.0184640750541,success
144,M164,android,160.0504594475998,227,732.4113504055535,success
145,M911,windows,153.88859091103134,193,343.6051300382902,failed
146,M1251,macos,177.686714503855,237,620.1805893204556,success
147,M762,linux,86.97057818596947,189,534.107664959774,success
148,M1093,linux,108.90509836059634,146,502.4134291213114,failed
149,M243,windows,136.69551108558724,197,447.2151815825695,failed
150,M80,android,122.55231374962236,194,776.1845204224051,failed
151,M956,windows,149.61213521729684,227,502.4134291213114,failed
152,M95,windows,120.77146909188949,147,699.4697464598522,failed
153,M828,windows,134.2997427276958,120,646.0341352441507,failed
154,M1166,windows,96.70229450758558,171,364.4241949534422,success
155,M873,android,74.72227373509511,103,502.4134291213114,success
156,M645,windows,143.6351479562685,113,412.2937213909913,failed
157,M1440,linux,142.61843568617562,190,418.8236563290132,failed
158,M828,android,120.77146909188949,234,463.4457234283112,failed
159,M711,windows,107.30840418350952,300,457.3082614215394,success
160,M1099,windows,118.20163696591062,279,396.0479008564463,success
161,M8,linux,109.50872215657331,224,347.925148296961,failed
162,M10,android,105.8851085808381,201,532.3294814393279,failed
163,M428,windows,78.79762928922432,246,823.483303513993,failed
164,M1446,linux,85.1426261788281,242,388.6005765078576,failed
165,M45,macos,181.44291650330428,167,384.83097949435336,success
166,M1292,linux,106.97452376902056,143,502.4134291213114,success
167,M708,linux,136.03767432375702,219,502.4134291213114,success
168,M288,linux,75.08086088343231,162,736.9237213706148,success
169,M605,windows,85.76771316290026,192,378.7533001850721,failed
170,M429,linux,147.73129423031898,189,733.3553587929584,success
171,M12,linux,121.56938669753984,234,387.1632248530268,success
172,M450,linux,90.25943614362409,204,208.37981806104267,success
173,M1293,linux,85.75059025852863,115,502.4134291213114,success
174,M849,linux,122.77791633308658,189,300.3941538392137,success
175,M80,linux,155.735129843449,114,623.7434665946361,failed
176,M957,linux,63.91309668817777,277,404.6478746539859,success
177,M373,android,182.20540529472743,141,720.2010268224151,success
178,M1174,linux,65.75765914225794,51,630.6831151967067,failed
179,M998,android,88.2747129848368,160,221.1747148394353,failed
180,M305,android,92.77667437914774,158,502.4134291213114,failed
181,M243,windows,91.85948666020596,284,401.2921766444605,failed
182,M867,linux,99.55923220545392,174,410.3257119343423,failed
183,M662,linux,85.56950573387506,261,571.0240686963249,success
184,M216,android,162.07015669960683,215,496.5291014639232,success
185,M650,linux,169.08636003876643,233,595.3049755992357,success
186,M852,linux,135.55036353463962,122,516.0987634948924,success
187,M261,windows,152.58211648808347,221,345.2599242690867,success
188,M460,windows,162.59498848944688,336,307.9893994264282,success
189,M277,linux,157.21597394684753,316,293.0781934889782,success
190,M1299,macos,72.7254682169444,145,502.7847333327124,failed
191,M1010,android,143.93465375171436,228,211.5496234287945,success
192,M1344,windows,191.6475639361189,264,567.2119448943013,success
193,M407,linux,143.6192267224019,244,470.5463028473989,failed
194,M1105,windows,120.77146909188949,223,600.2982610994723,success
195,M290,macos,99.2272581851472,259,541.2241158431698,failed
196,M1337,windows,91.82849802992938,185,357.44177561778315,success
197,M196,android,58.96278077903776,272,498.3011964086505,success
198,M229,android,130.00995289939797,126,611.0399813534159,failed
199,M625,windows,43.81579053724799,317,331.8361966808463,success
200,M1253,macos,168.8272551962295,127,355.2234620102745,failed
201,M1213,linux,102.27141309151604,238,622.1835797562171,success
202,M1388,macos,208.8713453463643,222,332.1556190711078,failed
203,M1379,macos,175.6728318141937,103,634.6211761731903,failed
204,M1459,android,120.77146909188949,225,498.8092102220388,success
205,M640,android,115.27124142019504,233,696.7368311025336,failed
206,M118,windows,109.90547736606972,98,437.1981503212409,success
207,M1499,linux,197.13099072685733,262,494.9151737890486,failed
208,M157,macos,100.26624628024118,208,238.17186432336587,success
209,M1039,windows,86.4862798117043,203,508.1282732892645,failed
210,M928,android,136.9826600273179,238,285.9810202620725,success
211,M159,android,107.94991932668026,177,412.455603743618,failed
212,M81,linux,153.41592824874448,55,498.12114681748426,failed
213,M931,android,60.853061915251104,156,489.3991552654151,success
214,M1088,android,179.5549402980679,151,355.1338571730043,failed
215,M1493,windows,144.2936463423663,115,580.5815944883825,failed
216,M637,linux,121.61525195502657,208,759.2881890014257,failed
217,M329,macos,134.35762858222594,205,272.66159637990575,success
218,M1072,linux,100.68477261183568,147,535.8943129544759,success
219,M701,windows,120.77146909188949,188,459.6550789709389,success
220,M75,windows,120.77146909188949,186,593.1059421484767,success
221,M558,windows,136.0722057812341,204,613.4266437247852,failed
222,M1372,windows,105.73027637082808,154,303.1175642102953,failed
223,M1033,windows,75.76935958608918,199,681.2009494082525,success
224,M28,linux,97.0044362998866,250,441.1448551042513,failed
225,M1123,windows,105.1072505928517,267,405.0397447621895,failed
226,M462,linux,138.7089843690051,284,542.5378072910638,success
227,M87,android,70.41912540443255,255,619.6167179795465,success
228,M709,windows,120.77146909188949,249,489.9060908851969,failed
229,M1018,macos,100.35267027599971,95,264.5727428330414,failed
230,M881,windows,120.89155916271616,218,573.9745833759864,success
231,M593,macos,125.30890132363406,186,369.5190331372276,failed
232,M777,android,166.76281671020084,131,633.8731585547923,success
233,M1449,windows,89.26372912247112,293,753.4569707416895,success
234,M689,android,93.07032186054766,262,492.3568787434782,success
235,M181,linux,120.77146909188949,333,566.8626632845222,failed
236,M1198,linux,158.3132527627232,84,610.2626664598514,success
237,M284,macos,93.82389293041147,178,464.9317685193436,failed
238,M395,android,57.44697630534269,224,400.1307557680246,success
239,M1209,linux,120.77146909188949,98,522.9135409229307,success
240,M912,linux,142.63795354991714,290,559.4809224127855,success
241,M1070,linux,59.72680433911418,232,519.0902654042083,failed
242,M1026,linux,88.37232094710791,330,502.4134291213114,success
243,M868,windows,147.01355037475324,223,661.6090675932023,success
244,M753,linux,52.18934517883959,306,388.9759909459138,failed
245,M887,windows,200.34796231909587,294,453.0607781936153,success
246,M471,linux,145.82918163221427,229,524.1991435604733,failed
247,M1108,linux,97.0378582399043,145,406.6147833407158,success
248,M1398,windows,63.858118507796,285,530.2807319058446,failed
249,M118,windows,152.11826954741738,218,413.0919059827535,success
250,M139,windows,122.17758329616493,233,447.0890607382581,failed
251,M625,windows,165.19784063810636,233,535.1519054714589,success
252,M1181,macos,80.69619200668751,195,465.9484089425804,success
253,M275,windows,120.77146909188949,234,551.5770592761654,success
254,M1075,windows,80.84530553684621,113,276.0246072748484,failed
255,M906,windows,120.77146909188949,252,624.527399546535,success
256,M1211,linux,150.2437827228451,186,736.6914943215047,failed
257,M1200,android,130.16193328708377,136,422.9757758339386,success
258,M221,android,145.46265227720642,223,364.07211098536703,success
259,M266,android,140.01703391184347,311,242.6758300501405,success
260,M294,windows,105.95103384110236,247,461.0316347183905,failed
261,M1326,linux,120.77146909188949,228,551.9978094641351,failed
262,M757,linux,92.674730425714,117,687.5410714457844,failed
263,M1194,macos,132.87493835359317,220,591.4225988418884,success
264,M8,macos,88.16583500825062,180,465.3061417968103,success
265,M417,linux,101.8972015310242,236,495.0978606859017,failed
266,M1167,android,92.90263443569955,193,163.4624234276909,success
267,M958,windows,120.77146909188949,251,502.4134291213114,success
268,M1384,linux,70.37401947466392,219,582.3456957307204,failed
269,M682,linux,120.77146909188949,65,352.05011170228954,success
270,M13,windows,120.77146909188949,171,487.03134693906014,success
271,M427,android,77.64645117038259,236,856.8947804826967,success
272,M637,windows,114.2829575077946,68,716.5596293683211,success
273,M597,linux,164.5966285357838,251,492.5738661950325,failed
274,M345,linux,128.02697019388702,259,487.0956305055506,success
275,M1200,linux,196.1653709116657,142,503.3906695924636,failed
276,M783,macos,211.85801006829416,177,406.3626866770667,success
277,M514,linux,39.8159004499073,139,486.773390892978,failed
278,M848,android,155.47195010469733,157,595.217494400461,success
279,M225,linux,98.97285401584794,222,633.2283770234937,success
280,M364,linux,85.47239619249936,56,488.774519767639,failed
281,M609,android,114.91574075738144,140,466.04139839839297,failed
282,M1022,macos,213.40605153395637,248,299.70233440657466,failed
283,M553,macos,130.60743273847964,209,448.2878148907917,failed
284,M529,linux,120.0140684747774,147,711.521919396958,failed
285,M967,windows,97.51851317248055,175,802.4853923448896,success
286,M1400,linux,93.54217689915389,288,427.4970300890523,failed
287,M203,windows,49.5379045540154,197,470.96385600107993,failed
288,M974,windows,117.05953252567386,225,206.46661990623303,success
289,M554,linux,128.7408364244126,184,571.7611368963658,success
290,M36,linux,92.83853361886256,143,394.3830474291371,failed
291,M261,linux,191.73185514923847,147,765.8470768133062,failed
292,M69,android,183.1000294694977,280,583.6839783652524,failed
293,M160,windows,200.8534452044913,228,635.7998408490649,failed
294,M581,windows,94.28619582466702,181,518.0520034110523,success
295,M924,linux,88.09799326626111,275,419.5498569685856,success
296,M122,windows,83.43576198778453,92,502.7548280841772,failed
297,M1347,android,139.36626146557913,118,200.6393628126749,failed
298,M577,android,117.36265930103129,275,404.37689722208086,failed
299,M118,windows,120.77146909188949,260,685.1473388494603,success
300,M842,windows,82.49208435968382,204,447.4025093564916,failed
301,M1326,linux,102.11934019100264,228,354.02163187415226,success
302,M1399,android,86.20530349422924,234,223.12534349280295,failed
303,M500,android,147.43446459123328,153,656.8556122986876,failed
304,M270,macos,87.64655202249956,280,502.4134291213114,failed
305,M875,windows,151.23644436678725,297,540.1882617810679,success
306,M773,linux,66.25048568368643,285,619.1035719205604,success
307,M1206,macos,166.92361505463256,159,388.0933344391516,failed
308,M746,linux,120.77146909188949,207,381.034810476895,success
309,M1486,linux,141.9357039286809,225,668.8122895311458,failed
310,M606,macos,149.73753418140748,274,497.4098725490107,failed
311,M730,linux,120.77146909188949,174,586.3851884182147,failed
312,M230,linux,99.88035447400196,116,326.3135412037078,failed
313,M972,macos,51.75484747216302,305,627.2754480730049,failed
314,M823,windows,135.77259676297905,274,264.1824131424579,failed
315,M539,linux,64.28807856150272,216,376.5673199076226,failed
316,M1045,windows,119.39150311816286,213,497.7510828722372,success
317,M716,macos,144.98027698459592,200,372.3449993552804,success
318,M46,windows,90.04788975162637,279,525.8023157482303,failed
319,M224,macos,97.06107181384952,135,842.7583946410771,success
320,M538,android,163.91052848429808,245,624.9177961214315,failed
321,M1249,linux,186.2818096578013,211,593.639855777099,failed
322,M872,macos,128.03079816526574,249,549.5317818800511,success
323,M1153,android,161.96884659301875,218,577.6926961231153,success
324,M292,macos,105.38844880949092,218,267.82567889814385,success
325,M1125,linux,141.84903310742612,161,818.3571714659445,success
326,M16,linux,120.77146909188949,166,500.642680572488,success
327,M1465,windows,152.07378226737538,96,689.5495623057701,failed
328,M252,linux,99.37459519031084,142,506.32672145050566,success
329,M709,linux,66.49826289347999,261,366.3474405643464,failed
330,M713,windows,61.5745232287932,246,228.33230916735988,success
331,M1444,android,99.35369532940004,97,477.8438212330186,success
332,M1087,windows,119.81594984135178,272,372.97725248033305,failed
333,M950,macos,140.45494028332268,263,414.4070464068858,failed
334,M976,linux,120.77146909188949,154,502.4134291213114,failed
335,M31,windows,98.11788175716444,175,388.97952352989125,failed
336,M616,windows,120.77146909188949,138,730.315401502314,failed
337,M21,windows,120.77146909188949,207,486.4547954510485,failed
338,M1444,windows,162.6520239835703,132,585.789122048214,success
339,M1183,macos,78.53546399679692,119,324.23330782621144,failed
340,M1087,macos,179.97751345996144,337,489.0119028798619,success
341,M1005,linux,98.16634690280236,282,362.9466402094727,success
342,M1013,linux,128.29407330028565,183,542.8288983411879,success
343,M1270,linux,128.5629067328102,301,422.3672172501164,failed
344,M620,macos,129.05831482061737,224,450.6488059047416,success
345,M1272,android,60.1178839624804,236,623.2557223263171,success
346,M1314,windows,144.00971751437396,83,485.7165576306844,failed
347,M181,macos,109.85860609405933,166,505.1854631817286,failed
348,M756,android,120.8923545577229,304,366.5804079688271,success
349,M1061,android,110.78311056974346,244,472.83522391130543,success
350,M1258,linux,82.52587557455962,235,326.86608940848544,success
351,M726,windows,70.55733441660168,312,498.9222974866328,success
352,M1149,android,120.77146909188949,162,584.2507597770739,failed
353,M1468,android,168.72351240555798,208,496.8808873490855,failed
354,M417,linux,120.77146909188949,155,698.5557993247218,success
355,M857,macos,120.77146909188949,292,604.591416393042,failed
356,M1064,windows,53.84434059568157,181,599.8620779276183,failed
357,M1414,windows,118.6802772510839,215,550.1067327167907,success
358,M1430,macos,103.55184143230292,118,678.7853451520325,success
359,M115,macos,76.69969626294882,206,357.0536747735369,success
360,M1035,macos,105.30654564000508,174,455.9677725301602,success
361,M131,android,125.00502685757915,237,502.4134291213114,success
362,M186,windows,69.22528740122742,206,236.81974677610495,failed
363,M578,macos,120.77146909188949,162,742.423483590261,success
364,M1421,windows,143.54929144418625,179,427.8580470358646,success
365,M135,windows,139.20273670489934,219,305.06955468862543,success
366,M1395,macos,160.60586376365404,166,431.538729707224,success
367,M1162,windows,112.97231099883857,199,570.8381807925954,success
368,M1071,windows,100.59685873716862,83,666.2575040340164,success
369,M840,windows,134.56394229368829,157,306.72333729491163,failed
370,M1345,windows,120.77146909188949,125,528.023797051252,failed
371,M152,android,134.713936106536,324,293.9199683661263,failed
372,M777,macos,125.2081489200445,188,648.1921474171593,failed
373,M806,windows,111.32495983065992,262,509.836673922672,success
374,M789,macos,103.3569563136776,236,594.6209994944118,failed
375,M1389,windows,150.37427494018073,267,582.7629547098369,success
376,M1363,macos,96.42511149906932,99,481.8839726578528,success
377,M894,macos,111.15191366469487,202,660.0931714792558,failed
378,M716,android,120.77146909188949,208,790.4770333376543,failed
379,M707,windows,84.10042610875921,99,520.6941776451137,success
380,M1448,windows,103.07423179320308,169,582.584393696071,failed
381,M849,linux,81.25076325898925,209,700.697926902469,failed
382,M449,linux,155.7443686119734,279,757.7301139836179,success
383,M219,windows,152.62990698317648,190,502.4134291213114,failed
384,M413,windows,130.213580450621,203,491.8621726367039,success
385,M342,linux,156.4527400146372,268,533.5004362801453,success
386,M113,windows,115.46303044841432,240,482.81487232448313,success
387,M1121,android,101.74159837065233,172,574.8724468807922,failed
388,M642,windows,120.77146909188949,163,502.4134291213114,failed
389,M612,linux,112.19303982769918,104,525.7683218300218,success
390,M1033,windows,140.32628700724257,203,430.5787859945629,success
391,M403,windows,120.77146909188949,193,384.8992584783768,success
392,M416,windows,65.50515808549387,127,560.4280443840858,failed
393,M456,windows,150.39818576737343,262,381.15241625902513,success
394,M1436,windows,164.08545000935766,141,584.9019614793277,failed
395,M1106,linux,28.574756983453653,199,430.104711384011,failed
396,M29,android,136.83824883531506,147,196.9337868091688,success
397,M928,windows,187.817074287582,275,468.3788843939509,failed
398,M734,windows,90.7235294052334,141,403.85022793550536,success
399,M648,windows,186.52672213336612,202,337.0281601470958,failed
400,M362,linux,120.23688695484064,178,627.9148783943849,success
401,M99,linux,61.730311086302834,176,511.6434830185502,failed
402,M787,windows,120.77146909188949,294,367.80431295499375,success
403,M598,linux,111.06706096374774,159,329.07159666363685,failed
404,M1423,windows,92.11761930004288,269,545.8684489393402,failed
405,M1228,macos,120.77146909188949,259,543.5062428815038,failed
406,M289,linux,115.85786694684955,238,396.2248901692548,success
407,M788,macos,98.07225518079208,344,335.0330949912976,success
408,M535,macos,146.90220849272637,237,502.4134291213114,success
409,M180,linux,91.43758594866864,77,502.4134291213114,success
410,M161,linux,111.75189739782122,261,475.2606275851662,failed
411,M19,macos,78.35895627154096,134,452.71175805939913,failed
412,M1222,linux,112.90338457056696,152,544.3307575623642,success
413,M43,linux,120.77146909188949,248,451.3483482627847,failed
414,M74,android,111.45610231627232,283,420.2804573774117,success
415,M489,linux,165.7816032859065,122,473.4692628018706,success
416,M868,windows,67.63082323306091,219,458.3710939124774,success
417,M806,linux,117.6947641169635,294,502.4134291213114,failed
418,M78,android,103.68148919799584,321,565.2836655004431,failed
419,M689,windows,168.64696019482938,154,630.7926132672167,success
420,M1133,linux,176.9596822114446,160,452.2799672604369,success
421,M206,linux,159.41094597067482,242,460.28511941605313,success
422,M1111,android,119.76199118369068,171,847.5041175652035,success
423,M650,android,133.2899505524552,125,517.1623181849254,success
424,M771,macos,68.89771372817799,199,228.69413504283392,success
425,M1393,linux,184.65774114277232,267,408.3161218138555,failed
426,M1293,android,160.9715460206869,129,400.9754492124357,failed
427,M206,windows,90.47258421023125,218,419.34563271590633,success
428,M648,macos,147.4161351206011,192,375.1851584001719,failed
429,M1117,linux,92.29201318616587,146,698.1408841414133,success
430,M1408,linux,124.88122530569332,329,502.4134291213114,success
431,M1341,linux,139.73492670903985,236,624.594427642884,failed
432,M270,windows,152.71809595460158,144,368.0792688339779,success
433,M21,linux,119.66927465991984,219,654.4025534567768,success
434,M1221,macos,113.15778265196614,253,304.5182118281359,success
435,M661,windows,77.31698477814007,180,599.551000390677,failed
436,M370,android,105.08188562643784,329,741.0527032694092,failed
437,M968,macos,133.6342359679521,79,401.72798317229706,failed
438,M108,windows,163.26770054855288,243,514.1199035126375,failed
439,M1118,macos,89.59277088459794,244,785.5671515381698,success
440,M1086,macos,83.32586358714602,240,235.0275210368698,failed
441,M782,android,119.26570579852122,280,518.6256991031277,success
442,M517,macos,68.02987410316085,262,640.4981795668664,failed
443,M749,windows,126.85674168251452,251,682.9184402532156,failed
444,M958,macos,51.87757802457462,217,394.6264042834158,success
445,M1360,windows,78.96529277230695,144,598.317645344962,failed
446,M1358,linux,88.61306067923266,251,502.4134291213114,failed
447,M1282,linux,120.77146909188949,121,655.9581725550411,success
448,M351,linux,130.17663161601646,171,391.4071491301351,failed
449,M1010,android,144.8877841217042,128,502.4134291213114,failed
450,M52,macos,129.51445623280551,155,757.6524118956585,success
451,M130,android,120.77146909188949,177,468.4010211496985,success
452,M1056,android,171.56596081218953,214,668.6743274457812,success
453,M1199,linux,133.35721012809364,172,502.4134291213114,failed
454,M1135,android,143.46887664627192,270,497.3693084782073,failed
455,M34,android,182.49794530048248,318,148.56354286256635,failed
456,M1080,windows,83.51363057914881,310,502.4134291213114,success
457,M1159,windows,68.99611840823438,237,502.4134291213114,failed
458,M159,macos,152.37364105572425,95,502.4134291213114,success
459,M1371,linux,67.02410358882594,211,504.528987057933,success
460,M907,linux,120.77146909188949,134,729.3554344902834,success
461,M801,android,120.77146909188949,175,222.4873209733476,failed
462,M894,android,90.67830106748087,151,445.94980309098406,failed
463,M860,macos,120.65400596765976,232,492.0720826354549,success
464,M571,linux,139.88300684311653,231,546.3495211117249,success
465,M1000,android,57.12955427331879,182,669.1458874443291,failed
466,M223,android,167.45999806731103,186,320.6836058097564,success
467,M1264,android,142.9809327232987,178,772.6691233029499,success
468,M1070,linux,120.77146909188949,202,615.318530760518,success
469,M1281,android,136.84248343726324,180,669.8134850055344,success
470,M1300,linux,58.37808881379786,186,367.2516685191854,success
471,M1099,macos,121.00429799429249,271,436.46311551802665,failed
472,M535,windows,140.8389580295036,171,439.837378608207,success
473,M779,windows,126.19347451309471,313,278.6555620644632,failed
474,M822,android,136.63772297141992,149,627.2607048957839,failed
475,M1003,windows,154.21248238756357,224,436.1991701903288,success
476,M1409,android,151.8507745030059,291,803.3057764763436,failed
477,M894,android,209.628832026363,151,502.4134291213114,failed
478,M1189,android,64.79093615229645,207,658.5888226339459,failed
479,M1246,linux,82.2957523729371,138,752.2829952032292,success
480,M1371,android,164.24439994141204,241,235.721346157465,failed
481,M1450,linux,122.48174336449677,211,486.55147663854336,success
482,M1070,linux,120.77146909188949,212,523.9052897119183,failed
483,M59,macos,50.03662260003293,221,386.5371049265369,success
484,M312,linux,107.66074590305873,140,320.6100282144142,success
485,M1141,linux,92.9175803751479,161,373.5817746744623,success
486,M906,linux,129.88423198890274,216,404.8060882654448,success
487,M1032,windows,128.7005496203983,127,559.0125644370224,failed
